    Non-Alcoholic Beverages,115.938,113.604,113.444,110.816,109.271,107.08,106.106,106.135,104.891,104.022,104.819,105.04,104.588,99.895,100.823,100.625,99.659,98.894,98.994,99.167,98.092,97.607,98.556,97.208,96.526,97.088,97.014,96.473,96.82,97.248,97.605,96.293,96.61,96.377,96.869,96.685,96.441,95.68,95.842,95.745,95.537,94.606,95.044,94.571,93.906,93.896,93.707,92.917,92.275,91.108,90.706,90.184,90.041,89.606,89.381,89.48,90.103,90.342,89.933,89.015,89.853,88.797,87.188,84.549,82.019,80.734,80.436,79.802,78.376,77.826,77.629,77.897,77.564,77.117,76.908,76.576,76.548,75.821,75.103,75.143,74.697,74.423,74.118,74.031,74.013,74.386,74.434,74.714,75.4,74.982,73.946,72.666,73.456,73.333,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Coffee & Tea,112.077,110.113,109.63,107.273,106.226,105.285,104.771,103.482,102.742,101.751,101.737,101.727,101.718,98.871,99.395,100.276,100.319,100.011,100.243,100.954,98.059,97.802,98.217,96.871,98.119,97.981,98.529,97.57,98.001,97.75,97.175,97.317,97.1,97.193,97.676,97.581,96.991,96.752,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Soft Drinks,117.984,117.217,117.717,115.632,112.714,109.707,107.971,108.291,105.938,105.258,106.897,107.372,106.769,101.433,102.863,101.929,98.683,96.525,97.114,96.906,97.049,96.254,98.343,96.393,93.503,96.301,96.224,95.184,95.218,97.038,98.062,95.429,96.892,96.149,96.663,96.488,96.823,96.318,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Other Beverages,118.889,114.656,114.293,110.831,109.921,106.914,106.066,107.476,106.619,105.726,106.766,107.043,106.176,99.764,100.74,99.864,99.727,99.669,99.589,99.618,99.092,98.682,99.066,98.275,97.865,96.996,96.353,96.66,97.219,96.981,97.579,96.153,95.899,95.84,96.317,96.045,95.585,94.102,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Other Food,112.587,109.55,109.173,106.953,105.48,103.529,103.802,103.152,102.664,101.709,102.078,102.047,101.433,99.593,99.799,99.572,100.632,99.997,100.606,99.856,99.871,98.164,98.84,98.216,97.783,96.944,97.444,96.742,96.734,96.43,95.317,94.446,95.157,94.502,94.487,93.23,92.987,91.839,91.467,90.835,91.157,90.51,90.729,89.954,89.581,88.648,88.726,87.453,87.695,86.258,86.104,85.046,85.091,84.498,83.821,83.879,84.214,83.845,83.6,80.91,79.941,76.792,75.585,75.088,74.236,73.029,73.245,72.435,72.54,72.129,71.873,71.326,70.791,70.256,70.503,69.805,69.4,68.811,69.204,69.627,69.86,69.876,69.667,69.806,69.787,69.798,69.948,69.936,69.997,69.759,70.079,69.891,70.332,70.494,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
  Food Serving Services,114.601,113.467,111.165,109.638,107.224,104.787,103.411,102.935,102.494,102.137,101.788,101.422,101.265,100.992,100.473,100.222,99.863,99.443,98.737,98.531,98.219,97.687,97.309,96.969,96.722,96.313,95.945,95.674,95.306,94.783,94.279,93.939,93.453,92.858,92.195,91.692,91.352,90.811,89.851,89.259,88.584,88.106,87.707,87.357,87.035,86.794,86.354,85.624,85.014,84.23,83.448,83.136,82.884,82.692,82.6,82.55,82.325,82.193,81.833,81.373,80.443,79.204,77.632,76.481,74.988,74.838,74.693,74.584,74.377,73.932,73.647,73.537,73.381,73.37,73.338,72.9,72.828,72.742,72.293,72.212,72.085,72.051,71.802,71.76,71.809,71.615,71.232,71.166,71.014,71.008,70.44,70.256,70.095,70.215,69.988,69.949,69.823,69.695,69.602,69.466,69.401,69.342,69.018,68.716,68.205,68.059,67.878,67.66,67.246,66.637,66.222,65.943,65.7,64.92,64.502,64.27,63.867,62.403,61.634,61.566,61.225,60.988,60.467,60.321,60.157,59.833,59.726,59.57,59.288,58.958,58.605,58.325,58.014,57.927,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Restaurant Food,113.849,113.481,110.44,108.954,106.96,104.633,103.068,102.849,102.506,102.211,101.806,101.463,101.468,101.233,100.548,100.248,99.886,99.318,98.65,98.416,98.223,97.664,97.001,96.603,96.562,96.225,95.899,95.742,95.359,95.011,94.345,93.998,92.968,92.13,91.229,90.33,90.133,90.183,89.399,88.661,87.829,87.598,87.051,86.502,86.04,85.49,84.688,83.639,82.818,82.266,81.689,81.393,80.743,80.407,80.205,80.207,80.118,80.094,79.781,79.391,79.144,78.882,77.044,75.552,73.917,73.663,73.427,72.682,72.202,71.61,71.817,71.597,71.196,71.073,70.614,70.205,70.105,69.953,68.792,68.557,67.81,67.906,67.085,67.041,66.93,66.917,66.599,66.543,66.199,66.789,65.529,64.955,64.769,65.446,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Fast Food,115.628,113.042,110.385,108.175,106.116,104.284,104.122,103.079,102.385,102.381,101.7,101.297,101.31,101.178,100.662,100.201,99.718,99.42,98.531,98.531,98.144,98.505,98.59,98.128,98.059,97.89,97.459,97.683,97.421,95.766,95.222,94.984,94.813,94.836,94.106,93.645,93.243,92.621,91.358,89.985,89.964,89.701,89.45,89.306,89.193,89.655,90.201,89.715,89.242,88.592,88.029,87.734,87.779,87.551,87.427,87.373,87.362,87.123,85.637,85.318,85.148,84.864,83.682,83.347,81.831,82.061,81.309,81.109,80.941,80.657,79.913,79.956,79.882,79.525,79.525,79.622,79.537,79.221,78.403,78.34,78.529,78.673,78.159,77.529,77.536,77.316,76.823,76.766,76.225,76.308,75.046,74.796,74.576,74.452,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Hawker Food,115.027,113.535,111.784,110.267,107.538,104.971,103.586,102.99,102.503,102.061,101.782,101.404,101.115,100.8,100.386,100.206,99.872,99.538,98.878,98.651,98.296,97.664,97.421,97.124,96.727,96.249,95.87,95.481,95.105,94.595,94.184,93.832,93.636,93.116,92.587,92.314,91.885,91.008,90.06,89.582,88.915,88.314,87.963,87.676,87.396,87.226,86.854,86.233,85.693,84.802,83.91,83.586,83.478,83.342,83.298,83.225,82.924,82.759,82.461,81.956,80.688,78.957,77.504,76.433,74.97,74.852,74.756,74.808,74.661,74.231,73.864,73.765,73.659,73.708,73.776,73.28,73.214,73.163,72.94,72.898,72.908,72.821,72.748,72.761,72.857,72.617,72.226,72.155,72.09,71.917,71.596,71.521,71.372,71.366,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Hawker Centres,115.259,114.085,112.199,111.036,108.204,105.208,103.611,103.179,102.755,102.494,102.342,101.969,101.24,100.994,100.693,100.356,99.712,99.239,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Food Courts & Coffee Shops,114.968,113.395,111.679,110.071,107.369,104.911,103.58,102.942,102.439,101.951,101.64,101.261,101.083,100.751,100.308,100.167,99.912,99.613,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Catered Food,113.588,111.847,109.034,109.113,106.257,103.466,102.586,102.341,102.194,102.194,101.887,101.612,101.612,101.465,101.324,100.247,99.381,99.05,95.35,95.994,94.703,95.332,94.477,94.405,94.405,94.036,93.297,92.785,92.771,92.085,92.085,92.085,92.114,92.008,92.246,92.246,92.246,90.762,90.923,90.872,90.66,90.381,90.079,90.079,89.726,89.726,89.726,89.35,89.35,88.264,88.102,88.102,87.746,88.113,88.113,88.113,88.113,87.65,87.724,87.724,86.07,85.353,84.141,82.695,82.083,80.564,80.564,80.564,80.564,80.564,80.564,80.564,80.564,80.201,80.201,80.201,80.201,80.201,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
  Clothing & Footwear,97.634,96.513,94.266,95.617,93.386,90.394,89.573,89.301,90.82,93.688,94.612,94.553,96.593,98.881,99.315,98.475,100.186,102.025,100.897,100.979,101.021,100.209,99.349,98.721,100.054,99.257,98.945,97.21,98.672,100.15,99.112,98.827,98.116,98.057,97.937,98.129,98.726,99.08,99.845,99.15,98.496,99.577,99.496,99.778,97.986,98.533,98.082,97.744,97.037,97.143,98.532,98.135,96.357,96.455,97.566,97.729,95.753,96.307,96.376,96.663,94.731,96.005,95.38,94.984,93.715,94.109,94.247,94.081,93.431,93.918,94.444,91.856,92.956,93.639,93.398,92.988,92.957,93.047,93.489,93.237,92.237,92.775,93.496,93.724,91.574,90.904,91.662,92.666,91.568,92.129,92.851,92.045,90.434,91.343,90.909,92.274,92.817,94.074,94.124,93.975,94.501,94.84,95.912,95.261,95.544,95.983,94.613,94.162,95.623,95.075,94.347,93.873,94.824,94.262,93.994,93.251,92.823,91.643,91.383,90.728,90.809,90.378,90.046,89.466,89.71,89.274,88.456,87.172,87.245,87.132,86.393,85.625,86.079,85.846,85.779,85.582,85.142,84.495,84.113,83.982,83.888,82.865,81.776,80.883,80.629,80.516,80.402,80.368,80.685,81.119,81.729,82.467,82.744,83.187,83.738,84.575,85.103,85.281,85.097,84.778,85.054,85.151,84.593,85.003,85.106,85.566,85.456,84.974,84.492,83.891,83.873,83.431,82.509,82.995,82.523,82.616,80.589,80.955,79.472,79.262,78.201,78.609,77.782,77.415,77.129,77.344,76.541,76.304,76.086,76.221,76.035,75.047,75.527,76.461,77.267,77.015,76.817,76.014,74.481,72.279,69.308,62.835,60.348,59.744,59.656,59.649,59.404,59.094,58.693,57.905,57.544,57.149,57.096,57.1,57.27,56.989,56.829,56.628,56.051,55.573,55.617,55.707,55.297,55.454,55.473,55.473,55.258,55.156,55.397,55.447,55.86,53.555,53.983,54.163,53.852,53.732,53.654,53.652,53.558,53.496,53.283,53.322,53.331,53.532,53.704,53.791,53.6,53.828,53.868,54.094
    Clothing,96.088,95.416,93.963,95.681,94.405,90.707,90.428,89.214,90.902,93.224,94.938,95.302,96.14,98.868,99.288,98.571,100.017,102.124,101.06,101.452,101.508,100.626,99.898,99.353,100.838,100.121,100.353,98.603,99.824,100.528,99.384,99.228,98.419,98.605,98.913,99.217,99.218,99.729,101.197,100.703,99.826,100.923,100.766,101.353,99.328,99.743,99.582,99.117,98.365,97.986,99.553,99.181,97.641,97.415,98.398,98.927,96.646,97.178,96.526,96.601,94.761,96.06,95.215,94.493,93.853,94.381,94.3,94.2,93.986,94.443,94.597,91.303,92.778,93.505,92.991,92.416,92.715,92.71,92.984,92.664,91.67,92.108,92.79,92.939,90.667,89.535,90.883,91.772,90.708,91.181,92.081,91.17,89.628,90.342,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"      Men's Clothing",99.219,95.241,95.03,99.059,96.088,88.866,91.277,90.303,93.678,94.014,95.717,93.569,95.637,97.277,99.768,97.531,100.416,102.287,101.337,101.821,102.497,100.685,100.614,99.055,101.843,101.569,102.22,100.591,103.364,103.856,102.865,102.43,100.893,101.008,101.231,101.182,100.948,100.569,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"      Women's Clothing",95.188,95.612,93.953,94.115,94.471,91.222,90.108,89.135,89.938,91.991,93.936,95.679,96.542,99.64,99.147,98.979,99.678,102.195,100.717,100.89,101.074,100.19,99.26,99.339,100.3,99.401,99.504,96.753,98.048,98.505,97.321,97.206,96.789,97.106,97.384,97.787,98.281,100.086,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"      Children's Clothing",93.433,94.809,91.53,95.885,90.137,92.343,90.1,87.082,89.407,97.746,98.297,97.4,95.238,98.59,98.897,98.886,100.838,101.379,102.158,103.443,101.394,102.707,101.461,100.129,101.213,100.381,100.288,103.322,100.526,102.978,101.68,101.967,100.886,100.57,101.23,101.862,99.914,95.959,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Other Articles & Related Services,107.895,107.703,103.918,99.507,98.743,97.69,96.739,96.259,95.175,98.45,99.654,98.707,99.553,99.186,99.621,98.663,100.764,100.954,101.489,100.523,100.206,100.214,99.862,100.139,100.615,98.468,97.985,97.744,98.884,99.578,99.848,98.229,97.183,98.498,97.742,98.095,99.358,98.017,95.491,95.629,95.906,97.008,97.145,97.463,93.718,95.986,95.123,95.592,94.494,95.251,95.805,96.758,94.557,95.169,95.991,96.314,94.009,94.493,94.849,95.591,92.96,93.648,94.54,95.717,93.023,93.711,93.924,94.608,92.318,93.056,93.698,93.326,92.917,94.116,94.414,94.026,92.123,92.451,92.721,91.677,91.408,91.771,94.172,92.83,90.577,90.437,92.972,95.396,93.472,92.969,94.014,94.782,91.171,91.955,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Footwear,100.366,97.657,93.242,94.626,89.112,87.927,85.443,88.15,89.676,94.165,92.562,91.367,97.402,98.861,99.334,98.137,100.596,101.934,100.236,99.52,99.594,98.836,97.433,96.338,97.354,96.585,94.516,92.513,94.837,99.031,98.06,97.64,97.322,96.163,94.769,94.561,96.975,97.169,96.253,94.654,94.555,95.627,95.759,94.991,94.329,95.007,93.62,93.547,93.04,94.705,95.723,94.969,92.371,93.495,95.161,94.023,93.084,93.749,96.273,97.216,95.021,96.387,96.251,96.778,93.426,93.302,94.226,93.675,91.704,92.274,94.139,93.697,93.694,94.153,94.804,94.981,94.058,94.477,95.506,95.595,94.412,95.339,96.024,96.75,94.941,95.778,94.285,95.539,94.387,95.424,95.519,94.831,93.176,94.825,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"      Men's Footwear",101.708,97.086,92.924,92.714,86.625,84.975,85.313,89.265,90.761,94.202,93.735,89.694,96.735,98.02,98.578,98.404,101.404,101.616,100.066,97.939,98.237,98.663,95.66,97.177,97.206,97.14,92.895,92.795,96.849,98.049,95.586,94.369,94.16,94.258,94.218,94.252,94.951,94.18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"      Women's Footwear",99.989,98.379,92.822,95.104,90.56,89.487,84.625,86.1,87.877,92.766,90.327,91.6,97.481,99.445,99.97,97.688,100.041,102.302,100.582,101.154,101.289,99.827,99.099,95.722,97.595,96.24,95.725,91.757,92.807,99.865,99.828,100.045,100.038,97.641,94.507,94.177,98.706,99.758,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
